# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2024-01-03
#
# GRDC-No.:              6123100
# River:                 LOIRE
# Station:               MONTJEAN
# Country:               FR
# Latitude (DD):       47.38
# Longitude (DD):      -0.83
# Catchment area (km²):      110000.0
# Altitude (m ASL):        9.0
# Next downstream station:      -
# Remarks:               
# Owner of original data: Initial dataset collected in the framework of the First GARP Global Experiment (FGGE)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1963-01 - 1979-12
# No. of years:          17
# Last update:           2018-05-24
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 6209
# DATA
YYYY-MM-DD;hh:mm; Value
1969-05-17;--:--;   -999.000
1969-05-18;--:--;   -999.000
1969-05-19;--:--;   -999.000
1969-05-20;--:--;   -999.000
1969-05-21;--:--;   -999.000
1969-05-22;--:--;   -999.000
1969-05-23;--:--;   -999.000
1969-05-24;--:--;   -999.000
1969-05-25;--:--;   -999.000
1969-05-26;--:--;   -999.000
1969-05-27;--:--;   -999.000
1969-05-28;--:--;   -999.000
1969-05-29;--:--;   -999.000
1969-05-30;--:--;   -999.000
1969-05-31;--:--;   -999.000
1969-06-01;--:--;   -999.000
1969-06-02;--:--;   -999.000
1969-06-03;--:--;   -999.000
1969-06-04;--:--;   -999.000
1969-06-05;--:--;   -999.000
1969-06-06;--:--;   -999.000
1969-06-07;--:--;   -999.000
1969-06-08;--:--;   -999.000
1969-06-09;--:--;   -999.000
1969-06-10;--:--;   -999.000
1969-06-11;--:--;   -999.000
1969-06-12;--:--;   -999.000
1969-06-13;--:--;   -999.000
1969-06-14;--:--;   -999.000
1969-06-15;--:--;   -999.000
1969-06-16;--:--;   -999.000
1969-06-17;--:--;   -999.000
1969-06-18;--:--;   -999.000
1969-06-19;--:--;   -999.000
1969-06-20;--:--;   -999.000
1969-06-21;--:--;   -999.000
1969-06-22;--:--;   -999.000
1969-06-23;--:--;   -999.000
1969-06-24;--:--;   -999.000
1969-06-25;--:--;   -999.000
1969-06-26;--:--;   -999.000
1969-06-27;--:--;   -999.000
1969-06-28;--:--;   -999.000
1969-06-29;--:--;   -999.000
1969-06-30;--:--;   -999.000
1969-07-01;--:--;   -999.000
1969-07-02;--:--;   -999.000
1969-07-03;--:--;   -999.000
1969-07-04;--:--;   -999.000
1969-07-05;--:--;   -999.000
1969-07-06;--:--;   -999.000
1969-07-07;--:--;   -999.000
1969-07-08;--:--;   -999.000
1969-07-09;--:--;   -999.000
1969-07-10;--:--;   -999.000
1969-07-11;--:--;   -999.000
1969-07-12;--:--;   -999.000
1969-07-13;--:--;   -999.000
1969-07-14;--:--;   -999.000
1969-07-15;--:--;   -999.000
1969-07-16;--:--;   -999.000
1969-07-17;--:--;   -999.000
1969-07-18;--:--;   -999.000
1969-07-19;--:--;   -999.000
1969-07-20;--:--;   -999.000
1969-07-21;--:--;   -999.000
1969-07-22;--:--;   -999.000
1969-07-23;--:--;   -999.000
1969-07-24;--:--;   -999.000
1969-07-25;--:--;   -999.000
1969-07-26;--:--;   -999.000
1969-07-27;--:--;   -999.000
1969-07-28;--:--;   -999.000
1969-07-29;--:--;   -999.000
1969-07-30;--:--;   -999.000
1969-07-31;--:--;   -999.000
1969-08-01;--:--;   -999.000
1969-08-02;--:--;   -999.000
1969-08-03;--:--;   -999.000
1969-08-04;--:--;   -999.000
1969-08-05;--:--;   -999.000
1969-08-06;--:--;   -999.000
1969-08-07;--:--;   -999.000
1969-08-08;--:--;   -999.000
1969-08-09;--:--;   -999.000
1969-08-10;--:--;   -999.000
1969-08-11;--:--;   -999.000
1969-08-12;--:--;   -999.000
1969-08-13;--:--;   -999.000
1969-08-14;--:--;   -999.000
1969-08-15;--:--;   -999.000
1969-08-16;--:--;   -999.000
1969-08-17;--:--;   -999.000
1969-08-18;--:--;   -999.000
1969-08-19;--:--;   -999.000
1969-08-20;--:--;   -999.000
1969-08-21;--:--;   -999.000
1969-08-22;--:--;   -999.000
1969-08-23;--:--;   -999.000
1969-08-24;--:--;   -999.000
1969-08-25;--:--;   -999.000
1969-08-26;--:--;   -999.000
1969-08-27;--:--;   -999.000
1969-08-28;--:--;   -999.000
1969-08-29;--:--;   -999.000
1969-08-30;--:--;   -999.000
1969-08-31;--:--;   -999.000
1969-09-01;--:--;   -999.000
1969-09-02;--:--;   -999.000
1969-09-03;--:--;   -999.000
1969-09-04;--:--;   -999.000
1969-09-05;--:--;   -999.000
1969-09-06;--:--;   -999.000
1969-09-07;--:--;   -999.000
1969-09-08;--:--;   -999.000
1969-09-09;--:--;   -999.000
1969-09-10;--:--;   -999.000
1969-09-11;--:--;   -999.000
1969-09-12;--:--;   -999.000
1969-09-13;--:--;   -999.000
1969-09-14;--:--;   -999.000
1969-09-15;--:--;   -999.000
1969-09-16;--:--;   -999.000
1969-09-17;--:--;   -999.000
1969-09-18;--:--;   -999.000
1969-09-19;--:--;   -999.000
1969-09-20;--:--;   -999.000
1969-09-21;--:--;   -999.000
1969-09-22;--:--;   -999.000
1969-09-23;--:--;   -999.000
1969-09-24;--:--;   -999.000
1969-09-25;--:--;   -999.000
1969-09-26;--:--;   -999.000
1969-09-27;--:--;   -999.000
1969-09-28;--:--;   -999.000
1969-09-29;--:--;   -999.000
1969-09-30;--:--;   -999.000
1969-10-01;--:--;   -999.000
1969-10-02;--:--;   -999.000
1969-10-03;--:--;   -999.000
1969-10-04;--:--;   -999.000
1969-10-05;--:--;   -999.000
1969-10-06;--:--;   -999.000
1969-10-07;--:--;   -999.000
1969-10-08;--:--;   -999.000
1969-10-09;--:--;   -999.000
1969-10-10;--:--;   -999.000
1969-10-11;--:--;   -999.000
1969-10-12;--:--;   -999.000
1969-10-13;--:--;   -999.000
1969-10-14;--:--;   -999.000
1969-10-15;--:--;   -999.000
1969-10-16;--:--;   -999.000
1969-10-17;--:--;   -999.000
1969-10-18;--:--;   -999.000
1969-10-19;--:--;   -999.000
1969-10-20;--:--;   -999.000
1969-10-21;--:--;   -999.000
1969-10-22;--:--;   -999.000
1969-10-23;--:--;   -999.000
1969-10-24;--:--;   -999.000
1969-10-25;--:--;   -999.000
1969-10-26;--:--;   -999.000
1969-10-27;--:--;   -999.000
1969-10-28;--:--;   -999.000
1969-10-29;--:--;   -999.000
1969-10-30;--:--;   -999.000
1969-10-31;--:--;   -999.000
1969-11-01;--:--;   -999.000
1969-11-02;--:--;   -999.000
1969-11-03;--:--;   -999.000
1969-11-04;--:--;   -999.000
1969-11-05;--:--;   -999.000
1969-11-06;--:--;   -999.000
1969-11-07;--:--;   -999.000
1969-11-08;--:--;   -999.000
1969-11-09;--:--;   -999.000
1969-11-10;--:--;   -999.000
1969-11-11;--:--;   -999.000
1969-11-12;--:--;   -999.000
1969-11-13;--:--;   -999.000
1969-11-14;--:--;   -999.000
1969-11-15;--:--;   -999.000
1969-11-16;--:--;   -999.000
1969-11-17;--:--;   -999.000
1969-11-18;--:--;   -999.000
1969-11-19;--:--;   -999.000
1969-11-20;--:--;   -999.000
1969-11-21;--:--;   -999.000
1969-11-22;--:--;   -999.000
1969-11-23;--:--;   -999.000
1969-11-24;--:--;   -999.000
1969-11-25;--:--;   -999.000
1969-11-26;--:--;   -999.000
1969-11-27;--:--;   -999.000
1969-11-28;--:--;   -999.000
1969-11-29;--:--;   -999.000
1969-11-30;--:--;   -999.000
1969-12-01;--:--;   -999.000
1969-12-02;--:--;   -999.000
1969-12-03;--:--;   -999.000
1969-12-04;--:--;   -999.000
1969-12-05;--:--;   -999.000
1969-12-06;--:--;   -999.000
1969-12-07;--:--;   -999.000
1969-12-08;--:--;   -999.000
1969-12-09;--:--;   -999.000
1969-12-10;--:--;   -999.000
1969-12-11;--:--;   -999.000
1969-12-12;--:--;   -999.000
1969-12-13;--:--;   -999.000
1969-12-14;--:--;   -999.000
1969-12-15;--:--;   -999.000
1969-12-16;--:--;   -999.000
1969-12-17;--:--;   -999.000
1969-12-18;--:--;   -999.000
1969-12-19;--:--;   -999.000
1969-12-20;--:--;   -999.000
1969-12-21;--:--;   -999.000
1969-12-22;--:--;   -999.000
1969-12-23;--:--;   -999.000
1969-12-24;--:--;   -999.000
1969-12-25;--:--;   -999.000
1969-12-26;--:--;   -999.000
1969-12-27;--:--;   -999.000
1969-12-28;--:--;   -999.000
1969-12-29;--:--;   -999.000
1969-12-30;--:--;   -999.000
1969-12-31;--:--;   -999.000
1970-01-01;--:--;   1050.000
1970-01-02;--:--;    985.000
1970-01-03;--:--;    910.000
1970-01-04;--:--;    855.000
1970-01-05;--:--;    820.000
1970-01-06;--:--;    790.000
1970-01-07;--:--;    990.000
1970-01-08;--:--;   1050.000
1970-01-09;--:--;   1030.000
1970-01-10;--:--;   1110.000
1970-01-11;--:--;   1340.000
1970-01-12;--:--;   1460.000
1970-01-13;--:--;   1510.000
1970-01-14;--:--;   1580.000
1970-01-15;--:--;   1620.000
1970-01-16;--:--;   1630.000
1970-01-17;--:--;   1690.000
1970-01-18;--:--;   1770.000
1970-01-19;--:--;   1780.000
1970-01-20;--:--;   1660.000
1970-01-21;--:--;   1550.000
1970-01-22;--:--;   1470.000
1970-01-23;--:--;   1470.000
1970-01-24;--:--;   1310.000
1970-01-25;--:--;   1260.000
1970-01-26;--:--;   1270.000
1970-01-27;--:--;   1330.000
1970-01-28;--:--;   1400.000
1970-01-29;--:--;   1530.000
1970-01-30;--:--;   1600.000
1970-01-31;--:--;   1740.000
1970-02-01;--:--;   1930.000
1970-02-02;--:--;   1980.000
1970-02-03;--:--;   1960.000
1970-02-04;--:--;   2030.000
1970-02-05;--:--;   2190.000
1970-02-06;--:--;   2400.000
1970-02-07;--:--;   2740.000
1970-02-08;--:--;   3010.000
1970-02-09;--:--;   3130.000
1970-02-10;--:--;   3130.000
1970-02-11;--:--;   3140.000
1970-02-12;--:--;   3140.000
1970-02-13;--:--;   3230.000
1970-02-14;--:--;   3420.000
1970-02-15;--:--;   3680.000
1970-02-16;--:--;   3840.000
1970-02-17;--:--;   3850.000
1970-02-18;--:--;   3670.000
1970-02-19;--:--;   3500.000
1970-02-20;--:--;   3340.000
1970-02-21;--:--;   3220.000
1970-02-22;--:--;   3170.000
1970-02-23;--:--;   3170.000
1970-02-24;--:--;   3400.000
1970-02-25;--:--;   3660.000
1970-02-26;--:--;   4110.000
1970-02-27;--:--;   4410.000
1970-02-28;--:--;   4510.000
1970-03-01;--:--;   4530.000
1970-03-02;--:--;   4470.000
1970-03-03;--:--;   4350.000
1970-03-04;--:--;   3920.000
1970-03-05;--:--;   3460.000
1970-03-06;--:--;   3100.000
1970-03-07;--:--;   2900.000
1970-03-08;--:--;   2730.000
1970-03-09;--:--;   2560.000
1970-03-10;--:--;   2450.000
1970-03-11;--:--;   2360.000
1970-03-12;--:--;   2340.000
1970-03-13;--:--;   2360.000
1970-03-14;--:--;   2420.000
1970-03-15;--:--;   2450.000
1970-03-16;--:--;   2400.000
1970-03-17;--:--;   2320.000
1970-03-18;--:--;   2180.000
1970-03-19;--:--;   2040.000
1970-03-20;--:--;   1910.000
1970-03-21;--:--;   1830.000
1970-03-22;--:--;   1770.000
1970-03-23;--:--;   1770.000
1970-03-24;--:--;   1760.000
1970-03-25;--:--;   1780.000
1970-03-26;--:--;   1780.000
1970-03-27;--:--;   1770.000
1970-03-28;--:--;   1780.000
1970-03-29;--:--;   1810.000
1970-03-30;--:--;   1840.000
1970-03-31;--:--;   1850.000
1970-04-01;--:--;   1870.000
1970-04-02;--:--;   1930.000
1970-04-03;--:--;   1950.000
1970-04-04;--:--;   1890.000
1970-04-05;--:--;   1820.000
1970-04-06;--:--;   1770.000
1970-04-07;--:--;   1730.000
1970-04-08;--:--;   1710.000
1970-04-09;--:--;   1740.000
1970-04-10;--:--;   1760.000
1970-04-11;--:--;   1760.000
1970-04-12;--:--;   1760.000
1970-04-13;--:--;   1770.000
1970-04-14;--:--;   1800.000
1970-04-15;--:--;   1860.000
1970-04-16;--:--;   1920.000
1970-04-17;--:--;   1930.000
1970-04-18;--:--;   1920.000
1970-04-19;--:--;   1900.000
1970-04-20;--:--;   1820.000
1970-04-21;--:--;   1710.000
1970-04-22;--:--;   1590.000
1970-04-23;--:--;   1590.000
1970-04-24;--:--;   1490.000
1970-04-25;--:--;   1520.000
1970-04-26;--:--;   1550.000
1970-04-27;--:--;   1510.000
1970-04-28;--:--;   1460.000
1970-04-29;--:--;   1420.000
1970-04-30;--:--;   1420.000
1970-05-01;--:--;   1440.000
1970-05-02;--:--;   1450.000
1970-05-03;--:--;   1400.000
1970-05-04;--:--;   1350.000
1970-05-05;--:--;   1290.000
1970-05-06;--:--;   1230.000
1970-05-07;--:--;   1160.000
1970-05-08;--:--;   1120.000
1970-05-09;--:--;   1070.000
1970-05-10;--:--;   1060.000
1970-05-11;--:--;   1060.000
1970-05-12;--:--;   1070.000
1970-05-13;--:--;   1070.000
1970-05-14;--:--;   1070.000
1970-05-15;--:--;   1120.000
1970-05-16;--:--;   1210.000
1970-05-17;--:--;   1200.000
1970-05-18;--:--;   1130.000
1970-05-19;--:--;   1060.000
1970-05-20;--:--;   1030.000
1970-05-21;--:--;    995.000
1970-05-22;--:--;    930.000
1970-05-23;--:--;    930.000
1970-05-24;--:--;    845.000
1970-05-25;--:--;    795.000
1970-05-26;--:--;    740.000
1970-05-27;--:--;    705.000
1970-05-28;--:--;    670.000
1970-05-29;--:--;    645.000
1970-05-30;--:--;    610.000
1970-05-31;--:--;    590.000
1970-06-01;--:--;    580.000
1970-06-02;--:--;    565.000
1970-06-03;--:--;    555.000
1970-06-04;--:--;    525.000
1970-06-05;--:--;    515.000
1970-06-06;--:--;    493.000
1970-06-07;--:--;    469.000
1970-06-08;--:--;    458.000
1970-06-09;--:--;    455.000
1970-06-10;--:--;    476.000
1970-06-11;--:--;    497.000
1970-06-12;--:--;    497.000
1970-06-13;--:--;    483.000
1970-06-14;--:--;    472.000
1970-06-15;--:--;    510.000
1970-06-16;--:--;    545.000
1970-06-17;--:--;    535.000
1970-06-18;--:--;    530.000
1970-06-19;--:--;    570.000
1970-06-20;--:--;    570.000
1970-06-21;--:--;    570.000
1970-06-22;--:--;    610.000
1970-06-23;--:--;    610.000
1970-06-24;--:--;    705.000
1970-06-25;--:--;    730.000
1970-06-26;--:--;    695.000
1970-06-27;--:--;    630.000
1970-06-28;--:--;    570.000
1970-06-29;--:--;    545.000
1970-06-30;--:--;    540.000
1970-07-01;--:--;    530.000
1970-07-02;--:--;    530.000
1970-07-03;--:--;    530.000
1970-07-04;--:--;    640.000
1970-07-05;--:--;    625.000
1970-07-06;--:--;    590.000
1970-07-07;--:--;    545.000
1970-07-08;--:--;    505.000
1970-07-09;--:--;    490.000
1970-07-10;--:--;    465.000
1970-07-11;--:--;    448.000
1970-07-12;--:--;    427.000
1970-07-13;--:--;    415.000
1970-07-14;--:--;    407.000
1970-07-15;--:--;    392.000
1970-07-16;--:--;    377.000
1970-07-17;--:--;    362.000
1970-07-18;--:--;    350.000
1970-07-19;--:--;    340.000
1970-07-20;--:--;    335.000
1970-07-21;--:--;    332.000
1970-07-22;--:--;    330.000
1970-07-23;--:--;    330.000
1970-07-24;--:--;    314.000
1970-07-25;--:--;    316.000
1970-07-26;--:--;    308.000
1970-07-27;--:--;    308.000
1970-07-28;--:--;    312.000
1970-07-29;--:--;    302.000
1970-07-30;--:--;    306.000
1970-07-31;--:--;    310.000
1970-08-01;--:--;    306.000
1970-08-02;--:--;    300.000
1970-08-03;--:--;    290.000
1970-08-04;--:--;    290.000
1970-08-05;--:--;    288.000
1970-08-06;--:--;    284.000
1970-08-07;--:--;    282.000
1970-08-08;--:--;    282.000
1970-08-09;--:--;    284.000
1970-08-10;--:--;    278.000
1970-08-11;--:--;    276.000
1970-08-12;--:--;    272.000
1970-08-13;--:--;    274.000
1970-08-14;--:--;    282.000
1970-08-15;--:--;    278.000
1970-08-16;--:--;    268.000
1970-08-17;--:--;    268.000
1970-08-18;--:--;    274.000
1970-08-19;--:--;    274.000
1970-08-20;--:--;    270.000
1970-08-21;--:--;    262.000
1970-08-22;--:--;    270.000
1970-08-23;--:--;    270.000
1970-08-24;--:--;    272.000
1970-08-25;--:--;    296.000
1970-08-26;--:--;    290.000
1970-08-27;--:--;    286.000
1970-08-28;--:--;    262.000
1970-08-29;--:--;    288.000
1970-08-30;--:--;    300.000
1970-08-31;--:--;    304.000
1970-09-01;--:--;    302.000
1970-09-02;--:--;    294.000
1970-09-03;--:--;    284.000
1970-09-04;--:--;    290.000
1970-09-05;--:--;    284.000
1970-09-06;--:--;    270.000
1970-09-07;--:--;    262.000
1970-09-08;--:--;    254.000
1970-09-09;--:--;    270.000
1970-09-10;--:--;    268.000
1970-09-11;--:--;    256.000
1970-09-12;--:--;    252.000
1970-09-13;--:--;    254.000
1970-09-14;--:--;    252.000
1970-09-15;--:--;    250.000
1970-09-16;--:--;    258.000
1970-09-17;--:--;    258.000
1970-09-18;--:--;    252.000
1970-09-19;--:--;    240.000
1970-09-20;--:--;    237.000
1970-09-21;--:--;    228.000
1970-09-22;--:--;    235.000
1970-09-23;--:--;    235.000
1970-09-24;--:--;    228.000
1970-09-25;--:--;    228.000
1970-09-26;--:--;    225.000
1970-09-27;--:--;    222.000
1970-09-28;--:--;    222.000
1970-09-29;--:--;    220.000
1970-09-30;--:--;    226.000
1970-10-01;--:--;    219.000
1970-10-02;--:--;    213.000
1970-10-03;--:--;    214.000
1970-10-04;--:--;    210.000
1970-10-05;--:--;    205.000
1970-10-06;--:--;    204.000
1970-10-07;--:--;    211.000
1970-10-08;--:--;    217.000
1970-10-09;--:--;    226.000
1970-10-10;--:--;    234.000
1970-10-11;--:--;    254.000
1970-10-12;--:--;    264.000
1970-10-13;--:--;    270.000
1970-10-14;--:--;    322.000
1970-10-15;--:--;    362.000
1970-10-16;--:--;    370.000
1970-10-17;--:--;    385.000
1970-10-18;--:--;    397.000
1970-10-19;--:--;    395.000
1970-10-20;--:--;    357.000
1970-10-21;--:--;    337.000
1970-10-22;--:--;    325.000
1970-10-23;--:--;    325.000
1970-10-24;--:--;    304.000
1970-10-25;--:--;    300.000
1970-10-26;--:--;    300.000
1970-10-27;--:--;    302.000
1970-10-28;--:--;    304.000
1970-10-29;--:--;    302.000
1970-10-30;--:--;    302.000
1970-10-31;--:--;    304.000
1970-11-01;--:--;    294.000
1970-11-02;--:--;    298.000
1970-11-03;--:--;    286.000
1970-11-04;--:--;    284.000
1970-11-05;--:--;    274.000
1970-11-06;--:--;    276.000
1970-11-07;--:--;    278.000
1970-11-08;--:--;    278.000
1970-11-09;--:--;    282.000
1970-11-10;--:--;    284.000
1970-11-11;--:--;    280.000
1970-11-12;--:--;    274.000
1970-11-13;--:--;    280.000
1970-11-14;--:--;    272.000
1970-11-15;--:--;    270.000
1970-11-16;--:--;    276.000
1970-11-17;--:--;    288.000
1970-11-18;--:--;    286.000
1970-11-19;--:--;    316.000
1970-11-20;--:--;    382.000
1970-11-21;--:--;    444.000
1970-11-22;--:--;    458.000
1970-11-23;--:--;    458.000
1970-11-24;--:--;    483.000
1970-11-25;--:--;    458.000
1970-11-26;--:--;    476.000
1970-11-27;--:--;    476.000
1970-11-28;--:--;    458.000
1970-11-29;--:--;    469.000
1970-11-30;--:--;    465.000
1970-12-01;--:--;    444.000
1970-12-02;--:--;    423.000
1970-12-03;--:--;    430.000
1970-12-04;--:--;    451.000
1970-12-05;--:--;    469.000
1970-12-06;--:--;    462.000
1970-12-07;--:--;    448.000
1970-12-08;--:--;    458.000
1970-12-09;--:--;    490.000
1970-12-10;--:--;    540.000
1970-12-11;--:--;    550.000
1970-12-12;--:--;    525.000
1970-12-13;--:--;    525.000
1970-12-14;--:--;    525.000
1970-12-15;--:--;    515.000
1970-12-16;--:--;    483.000
1970-12-17;--:--;    465.000
1970-12-18;--:--;    458.000
1970-12-19;--:--;    444.000
1970-12-20;--:--;    437.000
1970-12-21;--:--;    427.000
1970-12-22;--:--;    420.000
1970-12-23;--:--;    420.000
1970-12-24;--:--;    402.000
1970-12-25;--:--;    407.000
1970-12-26;--:--;    397.000
1970-12-27;--:--;    380.000
1970-12-28;--:--;    365.000
1970-12-29;--:--;    362.000
1970-12-30;--:--;    355.000
1970-12-31;--:--;    365.000
1971-01-01;--:--;    464.000
1971-01-02;--:--;    449.000
1971-01-03;--:--;    442.000
1971-01-04;--:--;    435.000
1971-01-05;--:--;    426.000
1971-01-06;--:--;    416.000
1971-01-07;--:--;    410.000
1971-01-08;--:--;    420.000
1971-01-09;--:--;    442.000
1971-01-10;--:--;    463.000
1971-01-11;--:--;   -999.000
1971-01-12;--:--;    458.000
1971-01-13;--:--;    452.000
1971-01-14;--:--;    467.000
1971-01-15;--:--;    485.000
1971-01-16;--:--;    496.000
1971-01-17;--:--;    493.000
1971-01-18;--:--;    498.000
1971-01-19;--:--;    525.000
1971-01-20;--:--;    560.000
1971-01-21;--:--;    650.000
1971-01-22;--:--;    730.000
1971-01-23;--:--;    730.000
1971-01-24;--:--;    820.000
1971-01-25;--:--;   1000.000
1971-01-26;--:--;   1220.000
1971-01-27;--:--;   1500.000
1971-01-28;--:--;   1720.000
1971-01-29;--:--;   1930.000
1971-01-30;--:--;   2020.000
1971-01-31;--:--;   2050.000
1971-02-01;--:--;   2040.000
1971-02-02;--:--;   2000.000
1971-02-03;--:--;   1900.000
1971-02-04;--:--;   1800.000
1971-02-05;--:--;   1800.000
1971-02-06;--:--;   1850.000
1971-02-07;--:--;   1880.000
1971-02-08;--:--;   1750.000
1971-02-09;--:--;   1570.000
1971-02-10;--:--;   1430.000
1971-02-11;--:--;   1330.000
1971-02-12;--:--;   1040.000
1971-02-13;--:--;   1160.000
1971-02-14;--:--;   1100.000
1971-02-15;--:--;   1050.000
1971-02-16;--:--;   1080.000
1971-02-17;--:--;   1200.000
1971-02-18;--:--;   1430.000
1971-02-19;--:--;   1450.000
1971-02-20;--:--;   1460.000
1971-02-21;--:--;   1490.000
1971-02-22;--:--;   1490.000
1971-02-23;--:--;   1490.000
1971-02-24;--:--;   1450.000
1971-02-25;--:--;   1410.000
1971-02-26;--:--;   1330.000
1971-02-27;--:--;   1260.000
1971-02-28;--:--;   1200.000
1971-03-01;--:--;   1120.000
1971-03-02;--:--;   1040.000
1971-03-03;--:--;   1000.000
1971-03-04;--:--;    985.000
1971-03-05;--:--;    965.000
1971-03-06;--:--;    930.000
1971-03-07;--:--;    895.000
1971-03-08;--:--;    850.000
1971-03-09;--:--;    795.000
1971-03-10;--:--;    765.000
1971-03-11;--:--;    750.000
1971-03-12;--:--;    730.000
1971-03-13;--:--;    705.000
1971-03-14;--:--;    690.000
1971-03-15;--:--;    685.000
1971-03-16;--:--;    675.000
1971-03-17;--:--;    670.000
1971-03-18;--:--;    705.000
1971-03-19;--:--;    740.000
1971-03-20;--:--;    755.000
